t,N,F,d,C,a,dadN,G_max,Delta_sqrt(G),R,Cyclic_Energy,Monotonic_Energy,Total_Energy,dU_cyc/dN,dU_tot/dN
[s],[cycles],[N],[mm],[mm/N],[mm],[mm/cycle],[N/mm],[N/mm],[-],[mJ],[mJ],[mJ],[mJ],[mJ]
1.40E+04,6.12E+04,2.29E+02,2.60E+00,1.06E-02,8.29E+01,7.78E-05,4.06E-01,2.21E-01,2.37E-01,2.61E+02,1.56E+01,2.77E+02,0.000667574,0.000694234
1.40E+04,6.13E+04,5.47E+01,7.50E-01,1.06E-02,8.29E+01,7.77E-05,4.06E-01,2.21E-01,2.39E-01,2.62E+02,1.59E+01,2.78E+02,0.000666335,0.000692953
1.40E+04,6.13E+04,2.29E+02,2.60E+00,1.06E-02,8.29E+01,7.77E-05,4.06E-01,2.21E-01,2.39E-01,2.62E+02,1.59E+01,2.78E+02,0.000666335,0.000692953
1.40E+04,6.14E+04,5.42E+01,7.50E-01,1.06E-02,8.29E+01,7.76E-05,4.05E-01,2.21E-01,2.37E-01,2.61E+02,1.55E+01,2.76E+02,0.0006651,0.000691676
1.40E+04,6.14E+04,2.29E+02,2.60E+00,1.06E-02,8.29E+01,7.76E-05,4.05E-01,2.21E-01,2.37E-01,2.61E+02,1.55E+01,2.76E+02,0.0006651,0.000691676
1.40E+04,6.15E+04,5.48E+01,7.51E-01,1.06E-02,8.29E+01,7.75E-05,4.07E-01,2.21E-01,2.39E-01,2.62E+02,1.59E+01,2.78E+02,0.000663869,0.000690403
1.40E+04,6.15E+04,2.29E+02,2.60E+00,1.06E-02,8.29E+01,7.75E-05,4.07E-01,2.21E-01,2.39E-01,2.62E+02,1.59E+01,2.78E+02,0.000663869,0.000690403
1.41E+04,61599,5.53E+01,7.51E-01,1.07E-02,8.29E+01,7.74E-05,4.05E-01,2.19E-01,2.42E-01,2.62E+02,1.63E+01,2.78E+02,0.000662649,0.000689141
1.41E+04,6.16E+04,2.28E+02,2.60E+00,1.07E-02,8.29E+01,7.74E-05,4.05E-01,2.19E-01,2.42E-01,2.62E+02,1.63E+01,2.78E+02,0.000662643,0.000689135
1.41E+04,61699,5.53E+01,7.51E-01,1.06E-02,8.29E+01,7.72E-05,4.07E-01,2.21E-01,2.41E-01,2.63E+02,1.62E+01,2.79E+02,0.000661427,0.000687877
1.41E+04,61700,2.30E+02,2.60E+00,1.06E-02,8.29E+01,7.72E-05,4.07E-01,2.21E-01,2.41E-01,2.63E+02,1.62E+01,2.79E+02,0.000661415,0.000687865
1.41E+04,6.18E+04,5.48E+01,7.51E-01,1.06E-02,8.29E+01,7.71E-05,4.06E-01,2.21E-01,2.39E-01,2.62E+02,1.59E+01,2.78E+02,0.000660203,0.000686612
1.41E+04,6.18E+04,2.29E+02,2.60E+00,1.06E-02,8.29E+01,7.71E-05,4.06E-01,2.21E-01,2.39E-01,2.62E+02,1.59E+01,2.78E+02,0.000660203,0.000686612
1.41E+04,6.19E+04,5.47E+01,7.50E-01,1.06E-02,8.29E+01,7.70E-05,4.06E-01,2.21E-01,2.39E-01,2.62E+02,1.58E+01,2.78E+02,0.000658989,0.000685357
1.41E+04,6.19E+04,2.29E+02,2.60E+00,1.06E-02,8.29E+01,7.70E-05,4.06E-01,2.21E-01,2.39E-01,2.62E+02,1.58E+01,2.78E+02,0.000658989,0.000685357
1.41E+04,6.20E+04,5.47E+01,7.51E-01,1.06E-02,8.29E+01,7.69E-05,4.05E-01,2.20E-01,2.40E-01,2.61E+02,1.59E+01,2.77E+02,0.00065778,0.000684106
1.41E+04,6.20E+04,2.28E+02,2.60E+00,1.06E-02,8.29E+01,7.69E-05,4.05E-01,2.20E-01,2.40E-01,2.61E+02,1.59E+01,2.77E+02,0.00065778,0.000684106
1.42E+04,6.21E+04,5.48E+01,7.51E-01,1.06E-02,8.30E+01,7.68E-05,4.05E-01,2.20E-01,2.40E-01,2.61E+02,1.60E+01,2.77E+02,0.000656575,0.000682859
1.42E+04,6.21E+04,2.28E+02,2.60E+00,1.06E-02,8.30E+01,7.68E-05,4.05E-01,2.20E-01,2.40E-01,2.61E+02,1.60E+01,2.77E+02,0.000656575,0.000682859
1.42E+04,62199,5.57E+01,7.52E-01,1.06E-02,8.30E+01,7.67E-05,4.07E-01,2.20E-01,2.43E-01,2.63E+02,1.65E+01,2.80E+02,0.00065538,0.000681623
1.42E+04,62200,2.29E+02,2.60E+00,1.06E-02,8.30E+01,7.66E-05,4.07E-01,2.20E-01,2.43E-01,2.63E+02,1.65E+01,2.80E+02,0.000655368,0.000681611
1.42E+04,62299,5.50E+01,7.51E-01,1.07E-02,8.30E+01,7.65E-05,4.04E-01,2.19E-01,2.42E-01,2.61E+02,1.62E+01,2.77E+02,0.000654182,0.000680385
1.42E+04,6.23E+04,2.28E+02,2.60E+00,1.07E-02,8.30E+01,7.65E-05,4.04E-01,2.19E-01,2.42E-01,2.61E+02,1.62E+01,2.77E+02,0.000654177,0.000680379
1.42E+04,6.24E+04,5.43E+01,7.51E-01,1.06E-02,8.30E+01,7.64E-05,4.05E-01,2.20E-01,2.38E-01,2.61E+02,1.56E+01,2.77E+02,0.000652984,0.000679146
1.42E+04,6.24E+04,2.28E+02,2.60E+00,1.06E-02,8.30E+01,7.64E-05,4.05E-01,2.20E-01,2.38E-01,2.61E+02,1.56E+01,2.77E+02,0.000652984,0.000679146
1.43E+04,62499,5.49E+01,7.53E-01,1.07E-02,8.30E+01,7.63E-05,4.04E-01,2.18E-01,2.41E-01,2.61E+02,1.61E+01,2.77E+02,0.000651801,0.000677922
1.43E+04,6.25E+04,2.28E+02,2.60E+00,1.07E-02,8.30E+01,7.63E-05,4.04E-01,2.18E-01,2.41E-01,2.61E+02,1.61E+01,2.77E+02,0.000651795,0.000677916
1.43E+04,62599,5.56E+01,7.52E-01,1.07E-02,8.30E+01,7.62E-05,4.05E-01,2.18E-01,2.44E-01,2.62E+02,1.65E+01,2.78E+02,0.000650616,0.000676697
1.43E+04,6.26E+04,2.28E+02,2.60E+00,1.07E-02,8.30E+01,7.62E-05,4.05E-01,2.18E-01,2.44E-01,2.62E+02,1.65E+01,2.78E+02,0.00065061,0.000676691
1.43E+04,62699,5.57E+01,7.51E-01,1.07E-02,8.30E+01,7.61E-05,4.05E-01,2.19E-01,2.44E-01,2.63E+02,1.66E+01,2.79E+02,0.000649435,0.000675476
1.43E+04,6.27E+04,2.28E+02,2.60E+00,1.07E-02,8.30E+01,7.61E-05,4.05E-01,2.19E-01,2.44E-01,2.63E+02,1.66E+01,2.79E+02,0.000649429,0.00067547
1.43E+04,6.28E+04,5.43E+01,7.52E-01,1.06E-02,8.30E+01,7.60E-05,4.04E-01,2.20E-01,2.38E-01,2.61E+02,1.56E+01,2.76E+02,0.000648253,0.000674253
1.43E+04,6.28E+04,2.28E+02,2.60E+00,1.06E-02,8.30E+01,7.60E-05,4.04E-01,2.20E-01,2.38E-01,2.61E+02,1.56E+01,2.76E+02,0.000648253,0.000674253
1.43E+04,6.29E+04,5.44E+01,7.53E-01,1.06E-02,8.30E+01,7.58E-05,4.04E-01,2.20E-01,2.38E-01,2.61E+02,1.57E+01,2.76E+02,0.00064708,0.00067304
1.43E+04,6.29E+04,2.28E+02,2.60E+00,1.06E-02,8.30E+01,7.58E-05,4.04E-01,2.20E-01,2.38E-01,2.61E+02,1.57E+01,2.76E+02,0.00064708,0.00067304
1.44E+04,62999,5.48E+01,7.51E-01,1.06E-02,8.30E+01,7.57E-05,4.05E-01,2.20E-01,2.40E-01,2.62E+02,1.60E+01,2.78E+02,0.000645917,0.000671837
1.44E+04,63000,2.29E+02,2.60E+00,1.06E-02,8.30E+01,7.57E-05,4.05E-01,2.20E-01,2.40E-01,2.62E+02,1.60E+01,2.78E+02,0.000645905,0.000671825
1.44E+04,6.31E+04,5.42E+01,7.51E-01,1.06E-02,8.30E+01,7.56E-05,4.04E-01,2.20E-01,2.38E-01,2.61E+02,1.56E+01,2.76E+02,0.000644746,0.000670626
1.44E+04,6.31E+04,2.28E+02,2.60E+00,1.06E-02,8.30E+01,7.56E-05,4.04E-01,2.20E-01,2.38E-01,2.61E+02,1.56E+01,2.76E+02,0.000644746,0.000670626
1.44E+04,63199,5.49E+01,7.52E-01,1.07E-02,8.30E+01,7.55E-05,4.03E-01,2.18E-01,2.41E-01,2.61E+02,1.61E+01,2.77E+02,0.000643591,0.000669432
1.44E+04,6.32E+04,2.28E+02,2.60E+00,1.07E-02,8.30E+01,7.55E-05,4.03E-01,2.18E-01,2.41E-01,2.61E+02,1.61E+01,2.77E+02,0.000643586,0.000669426
1.44E+04,63299,5.50E+01,7.53E-01,1.07E-02,8.30E+01,7.54E-05,4.03E-01,2.18E-01,2.42E-01,2.60E+02,1.62E+01,2.77E+02,0.000642434,0.000668235
1.44E+04,6.33E+04,2.27E+02,2.60E+00,1.07E-02,8.30E+01,7.54E-05,4.03E-01,2.18E-01,2.42E-01,2.60E+02,1.62E+01,2.77E+02,0.000642429,0.000668229
1.45E+04,63399,5.50E+01,7.52E-01,1.06E-02,8.31E+01,7.53E-05,4.05E-01,2.20E-01,2.41E-01,2.62E+02,1.61E+01,2.78E+02,0.000641281,0.000667042
1.45E+04,63400,2.29E+02,2.60E+00,1.06E-02,8.31E+01,7.53E-05,4.05E-01,2.20E-01,2.41E-01,2.62E+02,1.61E+01,2.78E+02,0.00064127,0.00066703
1.45E+04,6.35E+04,5.43E+01,7.51E-01,1.07E-02,8.31E+01,7.52E-05,4.03E-01,2.19E-01,2.39E-01,2.60E+02,1.57E+01,2.76E+02,0.000640126,0.000665848
1.45E+04,6.35E+04,2.28E+02,2.60E+00,1.07E-02,8.31E+01,7.52E-05,4.03E-01,2.19E-01,2.39E-01,2.60E+02,1.57E+01,2.76E+02,0.000640126,0.000665848
1.45E+04,6.36E+04,5.44E+01,7.52E-01,1.06E-02,8.31E+01,7.50E-05,4.04E-01,2.20E-01,2.39E-01,2.61E+02,1.57E+01,2.76E+02,0.000638981,0.000664663
1.45E+04,63600,2.28E+02,2.60E+00,1.06E-02,8.31E+01,7.50E-05,4.04E-01,2.20E-01,2.39E-01,2.61E+02,1.57E+01,2.76E+02,0.000638975,0.000664657
1.45E+04,6.37E+04,5.44E+01,7.52E-01,1.06E-02,8.31E+01,7.49E-05,4.04E-01,2.19E-01,2.39E-01,2.61E+02,1.57E+01,2.76E+02,0.00063784,0.000663483
1.45E+04,63700,2.28E+02,2.60E+00,1.06E-02,8.31E+01,7.49E-05,4.04E-01,2.19E-01,2.39E-01,2.61E+02,1.57E+01,2.76E+02,0.000637834,0.000663477
1.45E+04,63799,5.50E+01,7.50E-01,1.07E-02,8.31E+01,7.48E-05,4.03E-01,2.18E-01,2.42E-01,2.61E+02,1.62E+01,2.77E+02,0.000636708,0.000662312
1.45E+04,6.38E+04,2.27E+02,2.60E+00,1.07E-02,8.31E+01,7.48E-05,4.03E-01,2.18E-01,2.42E-01,2.61E+02,1.62E+01,2.77E+02,0.000636702,0.000662306
1.46E+04,6.39E+04,5.42E+01,7.53E-01,1.06E-02,8.31E+01,7.47E-05,4.03E-01,2.19E-01,2.38E-01,2.60E+02,1.56E+01,2.76E+02,0.000635568,0.000661133
1.46E+04,63900,2.28E+02,2.60E+00,1.06E-02,8.31E+01,7.47E-05,4.03E-01,2.19E-01,2.38E-01,2.60E+02,1.56E+01,2.76E+02,0.000635563,0.000661127
1.46E+04,6.40E+04,5.44E+01,7.54E-01,1.07E-02,8.31E+01,7.46E-05,4.02E-01,2.18E-01,2.40E-01,2.60E+02,1.58E+01,2.75E+02,0.000634438,0.000659964
1.46E+04,6.40E+04,2.27E+02,2.60E+00,1.07E-02,8.31E+01,7.46E-05,4.02E-01,2.18E-01,2.40E-01,2.60E+02,1.58E+01,2.75E+02,0.000634438,0.000659964
1.46E+04,6.41E+04,5.43E+01,7.50E-01,1.06E-02,8.31E+01,7.45E-05,4.03E-01,2.19E-01,2.38E-01,2.61E+02,1.57E+01,2.76E+02,0.000633312,0.000658799
1.46E+04,64100,2.28E+02,2.60E+00,1.06E-02,8.31E+01,7.45E-05,4.03E-01,2.19E-01,2.38E-01,2.61E+02,1.57E+01,2.76E+02,0.000633306,0.000658793
1.47E+04,64199,5.54E+01,7.53E-01,1.08E-02,8.31E+01,7.44E-05,4.01E-01,2.16E-01,2.44E-01,2.60E+02,1.65E+01,2.77E+02,0.000632195,0.000657644
1.47E+04,6.42E+04,2.27E+02,2.60E+00,1.08E-02,8.31E+01,7.44E-05,4.01E-01,2.16E-01,2.44E-01,2.60E+02,1.65E+01,2.77E+02,0.00063219,0.000657638
1.47E+04,64299,5.53E+01,7.52E-01,1.07E-02,8.31E+01,7.43E-05,4.04E-01,2.18E-01,2.42E-01,2.62E+02,1.63E+01,2.78E+02,0.000631076,0.000656487
1.47E+04,64300,2.28E+02,2.60E+00,1.07E-02,8.31E+01,7.43E-05,4.04E-01,2.18E-01,2.42E-01,2.62E+02,1.63E+01,2.78E+02,0.000631065,0.000656475
1.47E+04,64399,5.52E+01,7.52E-01,1.07E-02,8.31E+01,7.42E-05,4.02E-01,2.17E-01,2.43E-01,2.60E+02,1.63E+01,2.77E+02,0.000629961,0.000655333
1.47E+04,6.44E+04,2.27E+02,2.60E+00,1.07E-02,8.31E+01,7.42E-05,4.02E-01,2.17E-01,2.43E-01,2.60E+02,1.63E+01,2.77E+02,0.000629956,0.000655328
1.47E+04,6.45E+04,5.46E+01,7.52E-01,1.07E-02,8.31E+01,7.40E-05,4.02E-01,2.18E-01,2.40E-01,2.60E+02,1.59E+01,2.76E+02,0.000628844,0.000654178
1.47E+04,6.45E+04,2.27E+02,2.60E+00,1.07E-02,8.31E+01,7.40E-05,4.02E-01,2.18E-01,2.40E-01,2.60E+02,1.59E+01,2.76E+02,0.000628844,0.000654178
1.47E+04,6.46E+04,5.45E+01,7.51E-01,1.07E-02,8.31E+01,7.39E-05,4.02E-01,2.18E-01,2.40E-01,2.60E+02,1.59E+01,2.76E+02,0.000627737,0.000653032
1.47E+04,6.46E+04,2.27E+02,2.60E+00,1.07E-02,8.31E+01,7.39E-05,4.02E-01,2.18E-01,2.40E-01,2.60E+02,1.59E+01,2.76E+02,0.000627737,0.000653032
1.48E+04,64699,5.52E+01,7.53E-01,1.07E-02,8.32E+01,7.38E-05,4.03E-01,2.18E-01,2.42E-01,2.61E+02,1.63E+01,2.77E+02,0.000626638,0.000651896
1.48E+04,64700,2.28E+02,2.60E+00,1.07E-02,8.32E+01,7.38E-05,4.03E-01,2.18E-01,2.42E-01,2.61E+02,1.63E+01,2.77E+02,0.000626627,0.000651884
1.48E+04,64799,5.53E+01,7.52E-01,1.07E-02,8.32E+01,7.37E-05,4.02E-01,2.17E-01,2.44E-01,2.61E+02,1.64E+01,2.77E+02,0.000625538,0.000650757
1.48E+04,6.48E+04,2.27E+02,2.60E+00,1.07E-02,8.32E+01,7.37E-05,4.02E-01,2.17E-01,2.44E-01,2.61E+02,1.64E+01,2.77E+02,0.000625532,0.000650752
1.48E+04,6.49E+04,5.39E+01,7.52E-01,1.06E-02,8.32E+01,7.36E-05,4.03E-01,2.20E-01,2.37E-01,2.60E+02,1.55E+01,2.75E+02,0.000624436,0.000649617
1.48E+04,64900,2.28E+02,2.60E+00,1.06E-02,8.32E+01,7.36E-05,4.03E-01,2.20E-01,2.37E-01,2.60E+02,1.55E+01,2.75E+02,0.00062443,0.000649612
1.48E+04,64999,5.52E+01,7.54E-01,1.08E-02,8.32E+01,7.35E-05,4.00E-01,2.16E-01,2.44E-01,2.60E+02,1.64E+01,2.76E+02,0.000623348,0.000648492
1.48E+04,6.50E+04,2.26E+02,2.60E+00,1.08E-02,8.32E+01,7.35E-05,4.00E-01,2.16E-01,2.44E-01,2.60E+02,1.64E+01,2.76E+02,0.000623343,0.000648486
1.48E+04,6.51E+04,5.40E+01,7.52E-01,1.07E-02,8.32E+01,7.34E-05,4.02E-01,2.18E-01,2.38E-01,2.59E+02,1.56E+01,2.75E+02,0.000622253,0.000647359
1.48E+04,6.51E+04,2.27E+02,2.60E+00,1.07E-02,8.32E+01,7.34E-05,4.02E-01,2.18E-01,2.38E-01,2.59E+02,1.56E+01,2.75E+02,0.000622253,0.000647359
1.49E+04,65199,5.49E+01,7.52E-01,1.07E-02,8.32E+01,7.33E-05,4.02E-01,2.18E-01,2.41E-01,2.60E+02,1.61E+01,2.77E+02,0.000621172,0.000646241
14880,65200,2.27E+02,2.60E+00,1.07E-02,8.32E+01,7.33E-05,4.02E-01,2.18E-01,2.41E-01,2.60E+02,1.61E+01,2.77E+02,0.000621162,0.00064623
1.49E+04,65299,5.48E+01,7.52E-01,1.07E-02,8.32E+01,7.32E-05,4.02E-01,2.17E-01,2.41E-01,2.60E+02,1.61E+01,2.76E+02,0.00062009,0.000645122
14900,65300,2.27E+02,2.60E+00,1.07E-02,8.32E+01,7.32E-05,4.02E-01,2.17E-01,2.41E-01,2.60E+02,1.61E+01,2.76E+02,0.000620079,0.00064511
1.49E+04,6.54E+04,5.35E+01,7.51E-01,1.06E-02,8.32E+01,7.31E-05,4.02E-01,2.19E-01,2.35E-01,2.59E+02,1.52E+01,2.74E+02,0.000619006,0.000644
14920,65400,2.27E+02,2.60E+00,1.06E-02,8.32E+01,7.31E-05,4.02E-01,2.19E-01,2.35E-01,2.59E+02,1.52E+01,2.74E+02,0.000619,0.000643994
1.49E+04,6.55E+04,5.41E+01,7.52E-01,1.06E-02,8.32E+01,7.30E-05,4.03E-01,2.19E-01,2.38E-01,2.60E+02,1.56E+01,2.76E+02,0.00061793,0.000642887
14940,65500,2.28E+02,2.60E+00,1.06E-02,8.32E+01,7.30E-05,4.03E-01,2.19E-01,2.38E-01,2.60E+02,1.56E+01,2.76E+02,0.000617925,0.000642882
1.50E+04,65599,5.47E+01,7.52E-01,1.07E-02,8.32E+01,7.29E-05,4.00E-01,2.17E-01,2.41E-01,2.59E+02,1.61E+01,2.76E+02,0.000616864,0.000641784
14960,6.56E+04,2.27E+02,2.60E+00,1.07E-02,8.32E+01,7.29E-05,4.00E-01,2.17E-01,2.41E-01,2.59E+02,1.61E+01,2.76E+02,0.000616859,0.000641779
1.50E+04,65699,5.54E+01,7.52E-01,1.08E-02,8.32E+01,7.28E-05,3.99E-01,2.15E-01,2.46E-01,2.59E+02,1.66E+01,2.76E+02,0.000615796,0.000640679
14980,6.57E+04,2.26E+02,2.60E+00,1.08E-02,8.32E+01,7.28E-05,3.99E-01,2.15E-01,2.46E-01,2.59E+02,1.66E+01,2.76E+02,0.00061579,0.000640673
1.50E+04,65799,5.53E+01,7.52E-01,1.08E-02,8.32E+01,7.26E-05,3.99E-01,2.15E-01,2.45E-01,2.59E+02,1.66E+01,2.76E+02,0.000614731,0.000639577
15000,6.58E+04,2.26E+02,2.60E+00,1.08E-02,8.32E+01,7.26E-05,3.99E-01,2.15E-01,2.45E-01,2.59E+02,1.66E+01,2.76E+02,0.000614725,0.000639572
1.50E+04,65899,5.53E+01,7.53E-01,1.08E-02,8.32E+01,7.25E-05,4.01E-01,2.16E-01,2.44E-01,2.60E+02,1.65E+01,2.77E+02,0.000613669,0.000638479
15020,65900,2.27E+02,2.60E+00,1.08E-02,8.32E+01,7.25E-05,4.01E-01,2.16E-01,2.44E-01,2.60E+02,1.65E+01,2.77E+02,0.000613659,0.000638468
1.50E+04,65999,5.46E+01,7.51E-01,1.08E-02,8.32E+01,7.24E-05,4.00E-01,2.17E-01,2.41E-01,2.59E+02,1.60E+01,2.75E+02,0.000612611,0.000637384
15040,6.60E+04,2.26E+02,2.60E+00,1.08E-02,8.32E+01,7.24E-05,4.00E-01,2.17E-01,2.41E-01,2.59E+02,1.60E+01,2.75E+02,0.000612606,0.000637379
1.51E+04,66099,2.28E+02,2.60E+00,1.06E-02,8.33E+01,7.23E-05,4.03E-01,2.19E-01,2.37E-01,2.60E+02,1.55E+01,2.76E+02,0.000611557,0.000636293
1.51E+04,6.61E+04,5.40E+01,7.51E-01,1.06E-02,8.33E+01,7.23E-05,4.03E-01,2.19E-01,2.37E-01,2.60E+02,1.55E+01,2.76E+02,0.000611551,0.000636288
1.51E+04,6.62E+04,5.47E+01,7.53E-01,1.08E-02,8.33E+01,7.22E-05,4.00E-01,2.16E-01,2.42E-01,2.59E+02,1.61E+01,2.75E+02,0.0006105,0.0006352
1.51E+04,6.62E+04,2.26E+02,2.60E+00,1.08E-02,8.33E+01,7.22E-05,4.00E-01,2.16E-01,2.42E-01,2.59E+02,1.61E+01,2.75E+02,0.0006105,0.0006352
1.51E+04,6.63E+04,5.45E+01,7.53E-01,1.07E-02,8.33E+01,7.21E-05,4.01E-01,2.17E-01,2.41E-01,2.59E+02,1.59E+01,2.75E+02,0.000609452,0.000634116
1.51E+04,6.63E+04,2.27E+02,2.60E+00,1.07E-02,8.33E+01,7.21E-05,4.01E-01,2.17E-01,2.41E-01,2.59E+02,1.59E+01,2.75E+02,0.000609452,0.000634116
1.51E+04,6.64E+04,5.45E+01,7.53E-01,1.06E-02,8.33E+01,7.20E-05,4.02E-01,2.18E-01,2.39E-01,2.60E+02,1.58E+01,2.76E+02,0.000608408,0.000633036
1.51E+04,66400,2.28E+02,2.60E+00,1.06E-02,8.33E+01,7.20E-05,4.02E-01,2.18E-01,2.39E-01,2.60E+02,1.58E+01,2.76E+02,0.000608403,0.00063303
1.52E+04,6.65E+04,5.43E+01,7.52E-01,1.08E-02,8.33E+01,7.19E-05,3.99E-01,2.16E-01,2.41E-01,2.59E+02,1.59E+01,2.75E+02,0.000607367,0.000631958
1.52E+04,6.65E+04,2.26E+02,2.60E+00,1.08E-02,8.33E+01,7.19E-05,3.99E-01,2.16E-01,2.41E-01,2.59E+02,1.59E+01,2.75E+02,0.000607367,0.000631958
1.52E+04,66599,5.52E+01,7.52E-01,1.08E-02,8.33E+01,7.18E-05,4.00E-01,2.16E-01,2.44E-01,2.60E+02,1.64E+01,2.76E+02,0.000606334,0.00063089
1.52E+04,6.66E+04,2.26E+02,2.60E+00,1.08E-02,8.33E+01,7.18E-05,4.00E-01,2.16E-01,2.44E-01,2.60E+02,1.64E+01,2.76E+02,0.000606329,0.000630885
1.52E+04,6.67E+04,5.46E+01,7.53E-01,1.07E-02,8.33E+01,7.17E-05,4.00E-01,2.16E-01,2.41E-01,2.59E+02,1.60E+01,2.75E+02,0.000605295,0.000629815
1.52E+04,6.67E+04,2.26E+02,2.60E+00,1.07E-02,8.33E+01,7.17E-05,4.00E-01,2.16E-01,2.41E-01,2.59E+02,1.60E+01,2.75E+02,0.000605295,0.000629815
1.52E+04,6.68E+04,5.40E+01,7.52E-01,1.07E-02,8.33E+01,7.16E-05,4.01E-01,2.18E-01,2.38E-01,2.59E+02,1.55E+01,2.75E+02,0.000604264,0.000628748
1.52E+04,66800,2.27E+02,2.60E+00,1.07E-02,8.33E+01,7.16E-05,4.01E-01,2.18E-01,2.38E-01,2.59E+02,1.55E+01,2.75E+02,0.000604258,0.000628742
1.52E+04,6.69E+04,5.45E+01,7.51E-01,1.07E-02,8.33E+01,7.15E-05,4.01E-01,2.17E-01,2.40E-01,2.60E+02,1.59E+01,2.76E+02,0.000603236,0.000627684
1.52E+04,66900,2.27E+02,2.60E+00,1.07E-02,8.33E+01,7.15E-05,4.01E-01,2.17E-01,2.40E-01,2.60E+02,1.59E+01,2.76E+02,0.000603231,0.000627679
1.53E+04,66999,5.53E+01,7.52E-01,1.08E-02,8.33E+01,7.14E-05,3.98E-01,2.14E-01,2.45E-01,2.59E+02,1.66E+01,2.76E+02,0.000602216,0.00062663
1.53E+04,6.70E+04,2.26E+02,2.60E+00,1.08E-02,8.33E+01,7.14E-05,3.98E-01,2.14E-01,2.45E-01,2.59E+02,1.66E+01,2.76E+02,0.000602211,0.000626624
1.53E+04,67099,5.52E+01,7.54E-01,1.08E-02,8.33E+01,7.13E-05,4.00E-01,2.15E-01,2.44E-01,2.60E+02,1.65E+01,2.76E+02,0.000601195,0.000625573
1.53E+04,6.71E+04,2.26E+02,2.60E+00,1.08E-02,8.33E+01,7.13E-05,4.00E-01,2.15E-01,2.44E-01,2.60E+02,1.65E+01,2.76E+02,0.00060119,0.000625568
1.53E+04,67199,5.43E+01,7.51E-01,1.07E-02,8.33E+01,7.12E-05,3.99E-01,2.17E-01,2.40E-01,2.59E+02,1.58E+01,2.75E+02,0.000600177,0.00062452
1.53E+04,67200,2.26E+02,2.60E+00,1.07E-02,8.33E+01,7.12E-05,3.99E-01,2.17E-01,2.40E-01,2.59E+02,1.58E+01,2.75E+02,0.000600167,0.000624509
1.54E+04,67299,5.50E+01,7.51E-01,1.08E-02,8.33E+01,7.11E-05,3.98E-01,2.15E-01,2.44E-01,2.59E+02,1.64E+01,2.76E+02,0.000599162,0.00062347
1.54E+04,6.73E+04,2.26E+02,2.60E+00,1.08E-02,8.33E+01,7.11E-05,3.98E-01,2.15E-01,2.44E-01,2.59E+02,1.64E+01,2.76E+02,0.000599157,0.000623464
1.54E+04,6.74E+04,5.39E+01,7.50E-01,1.08E-02,8.33E+01,7.10E-05,3.97E-01,2.16E-01,2.39E-01,2.58E+02,1.56E+01,2.73E+02,0.000598146,0.000622418
1.54E+04,6.74E+04,2.25E+02,2.60E+00,1.08E-02,8.33E+01,7.10E-05,3.97E-01,2.16E-01,2.39E-01,2.58E+02,1.56E+01,2.73E+02,0.000598146,0.000622418
1.54E+04,67499,5.43E+01,7.51E-01,1.08E-02,8.34E+01,7.09E-05,3.98E-01,2.16E-01,2.41E-01,2.58E+02,1.59E+01,2.74E+02,0.000597143,0.00062138
1.54E+04,6.75E+04,2.26E+02,2.60E+00,1.08E-02,8.34E+01,7.09E-05,3.98E-01,2.16E-01,2.41E-01,2.58E+02,1.59E+01,2.74E+02,0.000597138,0.000621374
1.54E+04,67599,5.43E+01,7.50E-01,1.08E-02,8.34E+01,7.08E-05,3.98E-01,2.16E-01,2.41E-01,2.59E+02,1.59E+01,2.75E+02,0.000596137,0.000620339
1.54E+04,6.76E+04,2.26E+02,2.60E+00,1.08E-02,8.34E+01,7.08E-05,3.98E-01,2.16E-01,2.41E-01,2.59E+02,1.59E+01,2.75E+02,0.000596132,0.000620334
1.54E+04,67699,5.50E+01,7.50E-01,1.08E-02,8.34E+01,7.07E-05,3.98E-01,2.15E-01,2.44E-01,2.59E+02,1.64E+01,2.76E+02,0.000595135,0.000619303
1.54E+04,6.77E+04,2.26E+02,2.60E+00,1.08E-02,8.34E+01,7.07E-05,3.98E-01,2.15E-01,2.44E-01,2.59E+02,1.64E+01,2.76E+02,0.00059513,0.000619297
1.55E+04,67799,5.44E+01,7.50E-01,1.08E-02,8.34E+01,7.06E-05,3.98E-01,2.16E-01,2.41E-01,2.59E+02,1.60E+01,2.75E+02,0.000594137,0.000618269
1.55E+04,6.78E+04,2.25E+02,2.60E+00,1.08E-02,8.34E+01,7.06E-05,3.98E-01,2.16E-01,2.41E-01,2.59E+02,1.60E+01,2.75E+02,0.000594132,0.000618264
1.55E+04,67899,5.43E+01,7.49E-01,1.08E-02,8.34E+01,7.05E-05,3.99E-01,2.16E-01,2.40E-01,2.59E+02,1.59E+01,2.75E+02,0.000593141,0.000617239
1.55E+04,67900,2.26E+02,2.60E+00,1.08E-02,8.34E+01,7.05E-05,3.99E-01,2.16E-01,2.40E-01,2.59E+02,1.59E+01,2.75E+02,0.000593131,0.000617229
1.55E+04,67999,5.43E+01,7.51E-01,1.07E-02,8.34E+01,7.04E-05,3.99E-01,2.16E-01,2.40E-01,2.59E+02,1.58E+01,2.74E+02,0.000592148,0.000616212
1.55E+04,68000,2.26E+02,2.60E+00,1.07E-02,8.34E+01,7.04E-05,3.99E-01,2.16E-01,2.40E-01,2.59E+02,1.58E+01,2.74E+02,0.000592138,0.000616201
